"module_id","module_name","layer","internal_steps","question_id","category","question","spec_files","dependencies","libraries","required_evidence","future_product_gates"
"CORE-03","업로드 검증과 원본 보존·로컬 미리보기","core","STEP-01 STEP-04 STEP-06","CORE-03-C01","contract","허용 확장자 pdf/docx/xlsx/csv/txt/md/json/png/jpg/jpeg/webp, role, 파일명 정제와 원본 bytes 보존 계약이 지정되어 있는가?","specs/02-backend-pipeline.md | contracts/types.ts | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-02","exceljs: 4.4.0; XLSX 로컬 미리보기 | jszip: lock 3.10.2; OOXML 복제본 호환 보정 | mammoth: lock 1.12.3; DOCX 로컬 텍스트 | csv-parse: 7.0.2; UTF-8 CSV 논리 행 | pdfjs-dist: lock 6.3.289 (declared ^6.2.108); PDF 원문 검증용 보조 텍스트 | saxes: 6.0.0; OOXML namespace 호환 처리","지원 형식 표, original-content 응답 및 잘못된 확장자/내용 조합 사례","G02 G03 G12 G14"
"CORE-03","업로드 검증과 원본 보존·로컬 미리보기","core","STEP-01 STEP-04 STEP-06","CORE-03-C02","behavior","XLSX 미리보기의 namespace/comment 호환 보정이 복제본에만 적용되고 hidden/merged/formula cache 정보를 원본과 혼동하지 않는가?","specs/02-backend-pipeline.md | contracts/types.ts | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-02","exceljs: 4.4.0; XLSX 로컬 미리보기 | jszip: lock 3.10.2; OOXML 복제본 호환 보정 | mammoth: lock 1.12.3; DOCX 로컬 텍스트 | csv-parse: 7.0.2; UTF-8 CSV 논리 행 | pdfjs-dist: lock 6.3.289 (declared ^6.2.108); PDF 원문 검증용 보조 텍스트 | saxes: 6.0.0; OOXML namespace 호환 처리","server/spreadsheet-xml-compatibility.test.mjs와 documents.test.mjs의 원본 digest 비교","G02 G03 G12 G14"
"CORE-03","업로드 검증과 원본 보존·로컬 미리보기","core","STEP-01 STEP-04 STEP-06","CORE-03-C03","states","시트 30개·셀 100,000개·source 1,500,000자 등 로컬 미리보기 한도 초과를 파일 손상으로 거절하지 않고 deferred preview로 넘기는 조건이 명시되어 있는가?","specs/02-backend-pipeline.md | contracts/types.ts | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-02","exceljs: 4.4.0; XLSX 로컬 미리보기 | jszip: lock 3.10.2; OOXML 복제본 호환 보정 | mammoth: lock 1.12.3; DOCX 로컬 텍스트 | csv-parse: 7.0.2; UTF-8 CSV 논리 행 | pdfjs-dist: lock 6.3.289 (declared ^6.2.108); PDF 원문 검증용 보조 텍스트 | saxes: 6.0.0; OOXML namespace 호환 처리","한도별 ready/deferred/rejected 표와 해당 documents.test.mjs 사례","G02 G03 G12 G14"
"CORE-03","업로드 검증과 원본 보존·로컬 미리보기","core","STEP-01 STEP-04 STEP-06","CORE-03-C04","failure","20 MiB 파일, 100문서, 250 MiB 예약 용량 및 ZIP 20,000 entries/100 MiB 팽창 한도가 동시 add·실패 반환까지 정의되는가?","specs/02-backend-pipeline.md | contracts/types.ts | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-02","exceljs: 4.4.0; XLSX 로컬 미리보기 | jszip: lock 3.10.2; OOXML 복제본 호환 보정 | mammoth: lock 1.12.3; DOCX 로컬 텍스트 | csv-parse: 7.0.2; UTF-8 CSV 논리 행 | pdfjs-dist: lock 6.3.289 (declared ^6.2.108); PDF 원문 검증용 보조 텍스트 | saxes: 6.0.0; OOXML namespace 호환 처리","예약/반환 의사코드와 ZIP/동시 업로드 경계 테스트 매핑","G02 G03 G12 G14"
"CORE-03","업로드 검증과 원본 보존·로컬 미리보기","core","STEP-01 STEP-04 STEP-06","CORE-03-C05","verification","미리보기 성공이 전체 분석 완료를 의미하지 않으며 formula cache 없음·embedded drawing 생략·PDF 보조 읽기 실패가 어떻게 표시되는지 검증 가능한가?","specs/02-backend-pipeline.md | contracts/types.ts | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-02","exceljs: 4.4.0; XLSX 로컬 미리보기 | jszip: lock 3.10.2; OOXML 복제본 호환 보정 | mammoth: lock 1.12.3; DOCX 로컬 텍스트 | csv-parse: 7.0.2; UTF-8 CSV 논리 행 | pdfjs-dist: lock 6.3.289 (declared ^6.2.108); PDF 원문 검증용 보조 텍스트 | saxes: 6.0.0; OOXML namespace 호환 처리","경고와 preview.truncated 예시; documents.test.mjs 및 spreadsheet-xml-compatibility.test.mjs","G02 G03 G12 G14"
"CORE-04","같은 샌드박스의 신뢰 문서 리더","core","STEP-02 STEP-05 STEP-06","CORE-04-C01","contract","Document.buffer/kind/id → profile/modelParts/sourceSheets/sourceRows/analysis의 반환 형태와 SHA-256·kind 대조가 명시되어 있는가?","specs/02-backend-pipeline.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/source-serialization-cases.json","CORE-01 CORE-03 CORE-15","e2b: 2.51.0; 문서 단위 세션 | openpyxl: 3.1.5; workbook 구조·셀·hidden·merged·formula | python-docx: 1.1.2; 문단/표/머리말/꼬리말 블록 | PyMuPDF: 1.26.4; PDF 페이지·텍스트·시각 자료 | Pillow: 11.3.0; 이미지 크기·회전·안전 제한","reader profile schema, 공개/내부 필드 구분 및 sandbox-documents.test.mjs digest mismatch 사례","G03 G07 G08 G09 G14"
"CORE-04","같은 샌드박스의 신뢰 문서 리더","core","STEP-02 STEP-05 STEP-06","CORE-04-C02","behavior","한 문서의 원본 재조회가 retained sandbox와 TaskPool(1)을 공유하고 source 업로드·parser 설치를 세션당 한 번 수행하는가?","specs/02-backend-pipeline.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/source-serialization-cases.json","CORE-01 CORE-03 CORE-15","e2b: 2.51.0; 문서 단위 세션 | openpyxl: 3.1.5; workbook 구조·셀·hidden·merged·formula | python-docx: 1.1.2; 문단/표/머리말/꼬리말 블록 | PyMuPDF: 1.26.4; PDF 페이지·텍스트·시각 자료 | Pillow: 11.3.0; 이미지 크기·회전·안전 제한","document-sandbox-session.test.mjs의 동일 sandbox ID·설치 1회·명령 직렬화 증거","G03 G07 G08 G09 G14"
"CORE-04","같은 샌드박스의 신뢰 문서 리더","core","STEP-02 STEP-05 STEP-06","CORE-04-C03","states","문서 세션 300,000 ms, Python reader 150초 등 서로 다른 제한과 정상/실패/취소의 세션 종료 책임이 구분되어 있는가?","specs/02-backend-pipeline.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/source-serialization-cases.json","CORE-01 CORE-03 CORE-15","e2b: 2.51.0; 문서 단위 세션 | openpyxl: 3.1.5; workbook 구조·셀·hidden·merged·formula | python-docx: 1.1.2; 문단/표/머리말/꼬리말 블록 | PyMuPDF: 1.26.4; PDF 페이지·텍스트·시각 자료 | Pillow: 11.3.0; 이미지 크기·회전·안전 제한","세션 상태도와 cleanup 실패 전파 사례","G03 G07 G08 G09 G14"
"CORE-04","같은 샌드박스의 신뢰 문서 리더","core","STEP-02 STEP-05 STEP-06","CORE-04-C04","failure","reader의 100시트/100,000셀/1,500,000자/300 PDF페이지/8이미지/40MP 제한을 명시하고 형식·실패 단계별 partial/unsupported/hard error 및 coverage 표시를 구별하는가?","specs/02-backend-pipeline.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/source-serialization-cases.json","CORE-01 CORE-03 CORE-15","e2b: 2.51.0; 문서 단위 세션 | openpyxl: 3.1.5; workbook 구조·셀·hidden·merged·formula | python-docx: 1.1.2; 문단/표/머리말/꼬리말 블록 | PyMuPDF: 1.26.4; PDF 페이지·텍스트·시각 자료 | Pillow: 11.3.0; 이미지 크기·회전·안전 제한","reader limits 표 및 server/document-reader.test.py의 한도·악성 archive 검사","G03 G07 G08 G09 G14"
"CORE-04","같은 샌드박스의 신뢰 문서 리더","core","STEP-02 STEP-05 STEP-06","CORE-04-C05","verification","업로드 문서의 수식·매크로·링크·문구를 실행하지 않고 고정 reader/명령만 수행함을 재현 테스트로 확인하는가?","specs/02-backend-pipeline.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/source-serialization-cases.json","CORE-01 CORE-03 CORE-15","e2b: 2.51.0; 문서 단위 세션 | openpyxl: 3.1.5; workbook 구조·셀·hidden·merged·formula | python-docx: 1.1.2; 문단/표/머리말/꼬리말 블록 | PyMuPDF: 1.26.4; PDF 페이지·텍스트·시각 자료 | Pillow: 11.3.0; 이미지 크기·회전·안전 제한","신뢰 경계와 고정 명령 목록, document-reader.test.py 및 sandbox-documents.test.mjs","G03 G07 G08 G09 G14"
"CORE-04","같은 샌드박스의 신뢰 문서 리더","core","STEP-02 STEP-05 STEP-06","CORE-04-C06","current-reproduction","현재 text reader의 1,500,000자 제한에서 정확히 도달/초과의 ready·partial 분기와 Python 문자 수 단위를 구별하고 경계 입력으로 확인할 수 있는가?","specs/02-backend-pipeline.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/source-serialization-cases.json","CORE-01 CORE-03 CORE-15","e2b: 2.51.0; 문서 단위 세션 | openpyxl: 3.1.5; workbook 구조·셀·hidden·merged·formula | python-docx: 1.1.2; 문단/표/머리말/꼬리말 블록 | PyMuPDF: 1.26.4; PDF 페이지·텍스트·시각 자료 | Pillow: 11.3.0; 이미지 크기·회전·안전 제한","specs/02-backend-pipeline.md §2.3 및 source-serialization-cases.json readerTextBoundaryCases: ASCII 1,499,999/1,500,000/1,500,001자 결과","G03 G07 G08 G09 G14"
"CORE-05","문서 맥락 검증과 범위 재조회 루프","core","STEP-02 STEP-05 STEP-06","CORE-05-C01","contract","xlsx/csv의 sheet+A1, Word BLOCK, text L 범위 selector가 코드/경로가 아닌 데이터이며 유효 범위와 응답 digest를 검사하는가?","specs/02-backend-pipeline.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/source-serialization-cases.json","CORE-04 CORE-01","Node.js: source chunk·범위 검증·AbortSignal | openpyxl: 3.1.5; 기존 세션의 셀 범위 재조회 | python-docx: 1.1.2; BLOCK 범위 재조회","validateRequeryRequest 계약과 document-quality.test.mjs의 범위·주입 거절 사례","G03 G07 G08 G09 G14"
"CORE-05","문서 맥락 검증과 범위 재조회 루프","core","STEP-02 STEP-05 STEP-06","CORE-05-C02","behavior","150,000자 source chunk, 최대 1,200,000자 맥락 입력에서 모든 retained 구간을 해석/독립 검증하고 미기술 셀·헤더·시트를 찾는가?","specs/02-backend-pipeline.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/source-serialization-cases.json","CORE-04 CORE-01","Node.js: source chunk·범위 검증·AbortSignal | openpyxl: 3.1.5; 기존 세션의 셀 범위 재조회 | python-docx: 1.1.2; BLOCK 범위 재조회","coverage 계산식, initial/verify/requery/replace 흐름 및 sandbox-documents.test.mjs","G03 G07 G08 G09 G14"
"CORE-05","문서 맥락 검증과 범위 재조회 루프","core","STEP-02 STEP-05 STEP-06","CORE-05-C03","states","최대 3회 교정의 계속/종료 조건, 교정 후 전체 context 대체·재검증, 같은 E2B 재사용을 명시하는가?","specs/02-backend-pipeline.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/source-serialization-cases.json","CORE-04 CORE-01","Node.js: source chunk·범위 검증·AbortSignal | openpyxl: 3.1.5; 기존 세션의 셀 범위 재조회 | python-docx: 1.1.2; BLOCK 범위 재조회","verifyAndRepairDocumentContext 단계 표와 document-quality.test.mjs·document-sandbox-session.test.mjs","G03 G07 G08 G09 G14"
"CORE-05","문서 맥락 검증과 범위 재조회 루프","core","STEP-02 STEP-05 STEP-06","CORE-05-C04","failure","미해결·truncated·검증기 실패를 needsConfirmation/partial로 남기며 정성 기준의 정당한 단위 공백만으로 재시도를 만들지 않는가?","specs/02-backend-pipeline.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/source-serialization-cases.json","CORE-04 CORE-01","Node.js: source chunk·범위 검증·AbortSignal | openpyxl: 3.1.5; 기존 세션의 셀 범위 재조회 | python-docx: 1.1.2; BLOCK 범위 재조회","qualitative unit 예외의 source evidence 조건과 미해결 issues 응답 예시","G03 G07 G08 G09 G14"
"CORE-05","문서 맥락 검증과 범위 재조회 루프","core","STEP-02 STEP-05 STEP-06","CORE-05-C05","verification","셀 이동·멀티시트·숨김·행/열 방향·헤더 누락·Word 중첩 표·text line 누락을 특정 파일명 없이 검사하는가?","specs/02-backend-pipeline.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/source-serialization-cases.json","CORE-04 CORE-01","Node.js: source chunk·범위 검증·AbortSignal | openpyxl: 3.1.5; 기존 세션의 셀 범위 재조회 | python-docx: 1.1.2; BLOCK 범위 재조회","document-quality.test.mjs와 document-reader.test.py의 변형 입력별 예상 coverage","G03 G07 G08 G09 G14"
"CORE-05","문서 맥락 검증과 범위 재조회 루프","core","STEP-02 STEP-05 STEP-06","CORE-05-C06","current-reproduction","profileSource의 형식별 출력·metadata key 순서·JSON stringify·빈값 생략·개행을 정확히 재현하고 직렬화 후 150,000/1,200,000 UTF-16 code unit 경계를 계산할 수 있는가?","specs/02-backend-pipeline.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | contracts/source-serialization-cases.json","CORE-04 CORE-01","Node.js: source chunk·범위 검증·AbortSignal | openpyxl: 3.1.5; 기존 세션의 셀 범위 재조회 | python-docx: 1.1.2; BLOCK 범위 재조회","specs/02-backend-pipeline.md §2.4.1–2.4.2 및 source-serialization-cases.json: exact 문자열과 경계 recipe/길이/hash","G03 G07 G08 G09 G14"
"CORE-06","PDF·이미지 시각 전사와 독립 판독 검증","core","STEP-02 STEP-05","CORE-06-C01","contract","page/rotation/block/table/cell/parentTableId/uncertain/coverage 필드를 정의하고 시트 번호를 PDF 페이지로 취급하지 않는가?","specs/02-backend-pipeline.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | specs/08-rebuild-coverage-geometry.md | contracts/rebuild-extensions.ts","CORE-04 CORE-01 CORE-15","@google/genai: 2.23.0; 원본 PDF/image VLM 요청 | Node.js: 페이지 배치·deadline·구조 검증","visualTranscriptionSchema와 페이지/중첩 표 JSON 예시","G03 G05 G07 G09 G14"
"CORE-06","PDF·이미지 시각 전사와 독립 판독 검증","core","STEP-02 STEP-05","CORE-06-C02","behavior","전사 모델과 독립 visual judge가 실제 원본을 비교하고 빈 페이지·겹친 셀·누락 페이지를 모델 complete=true만으로 승인하지 않는가?","specs/02-backend-pipeline.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | specs/08-rebuild-coverage-geometry.md | contracts/rebuild-extensions.ts","CORE-04 CORE-01 CORE-15","@google/genai: 2.23.0; 원본 PDF/image VLM 요청 | Node.js: 페이지 배치·deadline·구조 검증","visual-quality-judge.test.mjs 및 visual-transcription-alignment.test.mjs","G03 G05 G07 G09 G14"
"CORE-06","PDF·이미지 시각 전사와 독립 판독 검증","core","STEP-02 STEP-05","CORE-06-C03","states","최대 30페이지·요청당 3페이지·3회 교정·전체 180초·요청 60초 제한과 미완료 배치의 병합/재검증 규칙이 있는가?","specs/02-backend-pipeline.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | specs/08-rebuild-coverage-geometry.md | contracts/rebuild-extensions.ts","CORE-04 CORE-01 CORE-15","@google/genai: 2.23.0; 원본 PDF/image VLM 요청 | Node.js: 페이지 배치·deadline·구조 검증","배치/교정 상태도와 visual-transcription.test.mjs의 timeout·partial 사례","G03 G05 G07 G09 G14"
"CORE-06","PDF·이미지 시각 전사와 독립 판독 검증","core","STEP-02 STEP-05","CORE-06-C04","failure","원본 이미지/전사 공급 제한이나 회전/표 구조 오류가 있으면 판독불가를 추정 텍스트로 채우지 않고 coverage·경고를 보존하는가?","specs/02-backend-pipeline.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | specs/08-rebuild-coverage-geometry.md | contracts/rebuild-extensions.ts","CORE-04 CORE-01 CORE-15","@google/genai: 2.23.0; 원본 PDF/image VLM 요청 | Node.js: 페이지 배치·deadline·구조 검증","PDF page image 8개/16 MiB 제한, judge 요청 3페이지/250,000자 제한 및 기대 경고","G03 G05 G07 G09 G14"
"CORE-06","PDF·이미지 시각 전사와 독립 판독 검증","core","STEP-02 STEP-05","CORE-06-C05","verification","서로 다른 문서의 페이지 혼합, invented page, blank-page 거짓 승인, nested table 참조 오류가 오프라인 모델 stub 테스트에서 거절되는가?","specs/02-backend-pipeline.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | specs/08-rebuild-coverage-geometry.md | contracts/rebuild-extensions.ts","CORE-04 CORE-01 CORE-15","@google/genai: 2.23.0; 원본 PDF/image VLM 요청 | Node.js: 페이지 배치·deadline·구조 검증","visual-transcription.test.mjs·visual-quality-judge.test.mjs·visual-transcription-alignment.test.mjs","G03 G05 G07 G09 G14"
"CORE-06","PDF·이미지 시각 전사와 독립 판독 검증","core","STEP-02 STEP-05","CORE-06-C06","independent-audit","현재 VLM 30쪽·180초 제한과 reader의 별도 한도, 초과 시 coverage/partial·fallback을 재현하고 OPTIONAL_FUTURE의 575쪽 전수·geometry 확장과 구분하는가?","specs/02-backend-pipeline.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json | specs/08-rebuild-coverage-geometry.md | contracts/rebuild-extensions.ts","CORE-04 CORE-01 CORE-15","@google/genai: 2.23.0; 원본 PDF/image VLM 요청 | Node.js: 페이지 배치·deadline·구조 검증","CURRENT_REPRODUCTION 원본 계약과 OPTIONAL_FUTURE 구분; 독립 질문별 의견과 현재 입력 SHA256. 실제 gate는 미실행을 통과로 세지 않음.","G03 G05 G07 G09 G14"
"CORE-07","기준 문서 자격 판별과 제외","core","STEP-02 STEP-03","CORE-07-C01","contract","criteria/not_criteria/uncertain, hasNormativeContent, sourceKind, reason, evidence의 조합과 제외 파일 공개 응답 형태를 정의하는가?","specs/03-algorithms.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-05 CORE-06 CORE-01","@google/genai: 2.23.0; 실제 source 기반 분류 제안 | Node.js: 위치별 literal evidence 검증","자격 schema, criteria.document.assessed 이벤트 예시","G04 G06 G08 G14"
"CORE-07","기준 문서 자격 판별과 제외","core","STEP-02 STEP-03","CORE-07-C02","behavior","완전 읽기·원문 인용 검증이 충족된 not_criteria만 제외하고 혼합 문서의 실제 재사용 기준은 남기는가?","specs/03-algorithms.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-05 CORE-06 CORE-01","@google/genai: 2.23.0; 실제 source 기반 분류 제안 | Node.js: 위치별 literal evidence 검증","criteria-eligibility.test.mjs의 순수 결과표/혼합표/역사적 판정 근거 사례","G04 G06 G08 G14"
"CORE-07","기준 문서 자격 판별과 제외","core","STEP-02 STEP-03","CORE-07-C03","states","잘못된 자격 응답에만 추가 1회 교정을 허용하고 일시 실패는 uncertain으로 유지하며 제외한 source가 후보·편집·인용에 재진입하면 거절하는가?","specs/03-algorithms.md | prompts/pipeline-prompts.md | contracts/pipeline-model-schemas.json | specs/07-data-algorithms-concurrency.md | contracts/efficiency-inventory.json","CORE-05 CORE-06 CORE-01","@google/genai: 2.23.0; 실제 source 기반 분류 제안 | Node.js: 위치별 literal evidence 검증","review.eligibility.test.mjs의 source guard와 수정 요청 사례","G04 G06 G08 G14"
